ipa,syl,son,cons,cont,delrel,lat,nas,stri,den,voi,sg,cg,ant,dist,lab,hi,low,fro,ba,rou,reduc,ten,impl,cli,linglab,lon,tonhi,tonce,tonmi,tonris,tonfal,tonconv,stre,strepri
ˀʝ,-,-,+,+,-,-,-,-,-,+,-,+,-,+,-,+,-,+,-,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ˀʑ,-,-,+,+,-,-,-,+,-,+,-,+,-,+,-,+,-,+,-,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
çʼː,-,-,+,+,-,-,-,-,-,-,-,+,-,+,-,+,-,+,-,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ɕʼː,-,-,+,+,-,-,-,+,-,-,-,+,-,+,-,+,-,+,-,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʝ̰ː,-,-,+,+,-,-,-,-,-,+,-,+,-,+,-,+,-,+,-,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʑ̰ː,-,-,+,+,-,-,-,+,-,+,-,+,-,+,-,+,-,+,-,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʝ̰ʲː,-,-,+,+,-,-,-,-,-,+,-,+,-,+,-,+,-,+,-,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʒ̰ʲː,-,-,+,+,-,-,-,+,-,+,-,+,-,+,-,+,-,+,-,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʑ̰ʲː,-,-,+,+,-,-,-,+,-,+,-,+,-,+,-,+,-,+,-,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʝ̰ˠ,-,-,+,+,-,-,-,-,-,+,-,+,-,+,-,+,-,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ʒ̰ˠ,-,-,+,+,-,-,-,+,-,+,-,+,-,+,-,+,-,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ʑ̰ˠ,-,-,+,+,-,-,-,+,-,+,-,+,-,+,-,+,-,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ʝ̰ˠː,-,-,+,+,-,-,-,-,-,+,-,+,-,+,-,+,-,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʒ̰ˠː,-,-,+,+,-,-,-,+,-,+,-,+,-,+,-,+,-,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʑ̰ˠː,-,-,+,+,-,-,-,+,-,+,-,+,-,+,-,+,-,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
θ̠ʲʼ,-,-,+,+,-,-,-,-,-,-,-,+,+,-,-,+,-,+,-,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
sʲʼ,-,-,+,+,-,-,-,+,-,-,-,+,+,-,-,+,-,+,-,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
θ̠ʼʲ,-,-,+,+,-,-,-,-,-,-,-,+,+,-,-,+,-,+,-,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
sʼʲ,-,-,+,+,-,-,-,+,-,-,-,+,+,-,-,+,-,+,-,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ð̠̰ʲ,-,-,+,+,-,-,-,-,-,+,-,+,+,-,-,+,-,+,-,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
z̰ʲ,-,-,+,+,-,-,-,+,-,+,-,+,+,-,-,+,-,+,-,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ð̠̰ʲː,-,-,+,+,-,-,-,-,-,+,-,+,+,-,-,+,-,+,-,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
z̰ʲː,-,-,+,+,-,-,-,+,-,+,-,+,+,-,-,+,-,+,-,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ð̠̰ˠ,-,-,+,+,-,-,-,-,-,+,-,+,+,-,-,+,-,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
z̰ˠ,-,-,+,+,-,-,-,+,-,+,-,+,+,-,-,+,-,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ð̠̰ˠː,-,-,+,+,-,-,-,-,-,+,-,+,+,-,-,+,-,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
z̰ˠː,-,-,+,+,-,-,-,+,-,+,-,+,+,-,-,+,-,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
θʲʼ,-,-,+,+,-,-,-,-,+,-,-,+,+,+,-,+,-,+,-,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
s̪ʲʼ,-,-,+,+,-,-,-,+,-,-,-,+,+,+,-,+,-,+,-,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
θʼʲ,-,-,+,+,-,-,-,-,+,-,-,+,+,+,-,+,-,+,-,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
s̪ʼʲ,-,-,+,+,-,-,-,+,-,-,-,+,+,+,-,+,-,+,-,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ð̰ʲ,-,-,+,+,-,-,-,-,+,+,-,+,+,+,-,+,-,+,-,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
z̪̰ʲ,-,-,+,+,-,-,-,+,-,+,-,+,+,+,-,+,-,+,-,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ð̰ʲː,-,-,+,+,-,-,-,-,+,+,-,+,+,+,-,+,-,+,-,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
z̪̰ʲː,-,-,+,+,-,-,-,+,-,+,-,+,+,+,-,+,-,+,-,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ð̰ˠ,-,-,+,+,-,-,-,-,+,+,-,+,+,+,-,+,-,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
z̪̰ˠ,-,-,+,+,-,-,-,+,-,+,-,+,+,+,-,+,-,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ð̰ˠː,-,-,+,+,-,-,-,-,+,+,-,+,+,+,-,+,-,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
z̪̰ˠː,-,-,+,+,-,-,-,+,-,+,-,+,+,+,-,+,-,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
xʷʼ,-,-,+,+,-,-,-,0,0,-,-,+,0,0,+,+,-,0,0,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
xʷˀ,-,-,+,+,-,-,-,0,0,-,-,+,0,0,+,+,-,0,0,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
xʼʷ,-,-,+,+,-,-,-,0,0,-,-,+,0,0,+,+,-,0,0,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ɣʷˀ,-,-,+,+,-,-,-,0,0,+,-,+,0,0,+,+,-,0,0,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ɣ̰ʷ,-,-,+,+,-,-,-,0,0,+,-,+,0,0,+,+,-,0,0,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
xʷˀː,-,-,+,+,-,-,-,0,0,-,-,+,0,0,+,+,-,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ɣʷˀː,-,-,+,+,-,-,-,0,0,+,-,+,0,0,+,+,-,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ɣ̰ʷː,-,-,+,+,-,-,-,0,0,+,-,+,0,0,+,+,-,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ɸʲʼ,-,-,+,+,-,-,-,-,-,-,-,+,0,0,+,+,-,+,-,-,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ɸʼʲ,-,-,+,+,-,-,-,-,-,-,-,+,0,0,+,+,-,+,-,-,0,0,0,-,0,-,0,0,0,0,0,0,0,0
β̰ʲ,-,-,+,+,-,-,-,-,-,+,-,+,0,0,+,+,-,+,-,-,0,0,0,-,0,-,0,0,0,0,0,0,0,0
β̰ʲː,-,-,+,+,-,-,-,-,-,+,-,+,0,0,+,+,-,+,-,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0
β̰ˠ,-,-,+,+,-,-,-,-,-,+,-,+,0,0,+,+,-,-,+,-,0,0,0,-,0,-,0,0,0,0,0,0,0,0
β̰ˠː,-,-,+,+,-,-,-,-,-,+,-,+,0,0,+,+,-,-,+,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0
fʲʼ,-,-,+,+,-,-,-,+,+,-,-,+,0,+,+,+,-,+,-,-,0,0,0,-,0,-,0,0,0,0,0,0,0,0
fʼʲ,-,-,+,+,-,-,-,+,+,-,-,+,0,+,+,+,-,+,-,-,0,0,0,-,0,-,0,0,0,0,0,0,0,0
v̰ʲ,-,-,+,+,-,-,-,+,+,+,-,+,0,+,+,+,-,+,-,-,0,0,0,-,0,-,0,0,0,0,0,0,0,0
v̰ʲː,-,-,+,+,-,-,-,+,+,+,-,+,0,+,+,+,-,+,-,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0
v̰ˠ,-,-,+,+,-,-,-,+,+,+,-,+,0,+,+,+,-,-,+,-,0,0,0,-,0,-,0,0,0,0,0,0,0,0
v̰ˠː,-,-,+,+,-,-,-,+,+,+,-,+,0,+,+,+,-,-,+,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ɧʷʼ,-,-,+,+,-,-,-,+,-,-,-,+,-,+,+,+,-,0,0,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ɧʷˀ,-,-,+,+,-,-,-,+,-,-,-,+,-,+,+,+,-,0,0,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ɧʼʷ,-,-,+,+,-,-,-,+,-,-,-,+,-,+,+,+,-,0,0,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ɧʷˀː,-,-,+,+,-,-,-,+,-,-,-,+,-,+,+,+,-,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
çʷʼ,-,-,+,+,-,-,-,-,-,-,-,+,-,+,+,+,-,+,-,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ɕʷʼ,-,-,+,+,-,-,-,+,-,-,-,+,-,+,+,+,-,+,-,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
çʷˀ,-,-,+,+,-,-,-,-,-,-,-,+,-,+,+,+,-,+,-,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ɕʷˀ,-,-,+,+,-,-,-,+,-,-,-,+,-,+,+,+,-,+,-,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
çʼʷ,-,-,+,+,-,-,-,-,-,-,-,+,-,+,+,+,-,+,-,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ɕʼʷ,-,-,+,+,-,-,-,+,-,-,-,+,-,+,+,+,-,+,-,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ʝʷˀ,-,-,+,+,-,-,-,-,-,+,-,+,-,+,+,+,-,+,-,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ʑʷˀ,-,-,+,+,-,-,-,+,-,+,-,+,-,+,+,+,-,+,-,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ʝ̰ʷ,-,-,+,+,-,-,-,-,-,+,-,+,-,+,+,+,-,+,-,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ʑ̰ʷ,-,-,+,+,-,-,-,+,-,+,-,+,-,+,+,+,-,+,-,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
çʷˀː,-,-,+,+,-,-,-,-,-,-,-,+,-,+,+,+,-,+,-,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ɕʷˀː,-,-,+,+,-,-,-,+,-,-,-,+,-,+,+,+,-,+,-,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʝʷˀː,-,-,+,+,-,-,-,-,-,+,-,+,-,+,+,+,-,+,-,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʑʷˀː,-,-,+,+,-,-,-,+,-,+,-,+,-,+,+,+,-,+,-,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʝ̰ʷː,-,-,+,+,-,-,-,-,-,+,-,+,-,+,+,+,-,+,-,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʑ̰ʷː,-,-,+,+,-,-,-,+,-,+,-,+,-,+,+,+,-,+,-,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʂʰ,-,-,+,+,-,-,-,+,-,-,+,-,-,-,-,0,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ʐ̤,-,-,+,+,-,-,-,+,-,+,+,-,-,-,-,0,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ɻ˔̤,-,-,+,+,-,-,-,-,-,+,+,-,-,-,-,0,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ɹ̠˔̤,-,-,+,+,-,-,-,-,-,+,+,-,-,-,-,0,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ʂʰː,-,-,+,+,-,-,-,+,-,-,+,-,-,-,-,0,0,0,0,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʂːʰ,-,-,+,+,-,-,-,+,-,-,+,-,-,-,-,0,0,0,0,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʐ̤ː,-,-,+,+,-,-,-,+,-,+,+,-,-,-,-,0,0,0,0,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ɻ˔̤ː,-,-,+,+,-,-,-,-,-,+,+,-,-,-,-,0,0,0,0,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ɹ̠˔̤ː,-,-,+,+,-,-,-,-,-,+,+,-,-,-,-,0,0,0,0,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʃʰ,-,-,+,+,-,-,-,+,-,-,+,-,-,+,-,0,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ʒ̤,-,-,+,+,-,-,-,+,-,+,+,-,-,+,-,0,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ʃʰː,-,-,+,+,-,-,-,+,-,-,+,-,-,+,-,0,0,0,0,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʃːʰ,-,-,+,+,-,-,-,+,-,-,+,-,-,+,-,0,0,0,0,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʒ̤ː,-,-,+,+,-,-,-,+,-,+,+,-,-,+,-,0,0,0,0,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
θ̠ʰ,-,-,+,+,-,-,-,-,-,-,+,-,+,-,-,0,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
sʰ,-,-,+,+,-,-,-,+,-,-,+,-,+,-,-,0,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ð̠̤,-,-,+,+,-,-,-,-,-,+,+,-,+,-,-,0,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
z̤,-,-,+,+,-,-,-,+,-,+,+,-,+,-,-,0,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
θ̠ʰː,-,-,+,+,-,-,-,-,-,-,+,-,+,-,-,0,0,0,0,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
sʰː,-,-,+,+,-,-,-,+,-,-,+,-,+,-,-,0,0,0,0,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
θ̠ːʰ,-,-,+,+,-,-,-,-,-,-,+,-,+,-,-,0,0,0,0,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
sːʰ,-,-,+,+,-,-,-,+,-,-,+,-,+,-,-,0,0,0,0,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ð̠̤ː,-,-,+,+,-,-,-,-,-,+,+,-,+,-,-,0,0,0,0,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
z̤ː,-,-,+,+,-,-,-,+,-,+,+,-,+,-,-,0,0,0,0,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
θʰ,-,-,+,+,-,-,-,-,+,-,+,-,+,+,-,0,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
s̪ʰ,-,-,+,+,-,-,-,+,-,-,+,-,+,+,-,0,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ð̤,-,-,+,+,-,-,-,-,+,+,+,-,+,+,-,0,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
z̪̤,-,-,+,+,-,-,-,+,-,+,+,-,+,+,-,0,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
θʰː,-,-,+,+,-,-,-,-,+,-,+,-,+,+,-,0,0,0,0,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
s̪ʰː,-,-,+,+,-,-,-,+,-,-,+,-,+,+,-,0,0,0,0,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
θːʰ,-,-,+,+,-,-,-,-,+,-,+,-,+,+,-,0,0,0,0,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
s̪ːʰ,-,-,+,+,-,-,-,+,-,-,+,-,+,+,-,0,0,0,0,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ð̤ː,-,-,+,+,-,-,-,-,+,+,+,-,+,+,-,0,0,0,0,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
z̪̤ː,-,-,+,+,-,-,-,+,-,+,+,-,+,+,-,0,0,0,0,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ɸʰ,-,-,+,+,-,-,-,-,-,-,+,-,0,0,+,0,0,0,0,-,0,0,0,-,0,-,0,0,0,0,0,0,0,0
β̤,-,-,+,+,-,-,-,-,-,+,+,-,0,0,+,0,0,0,0,-,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ɸʰː,-,-,+,+,-,-,-,-,-,-,+,-,0,0,+,0,0,0,0,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ɸːʰ,-,-,+,+,-,-,-,-,-,-,+,-,0,0,+,0,0,0,0,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0
β̤ː,-,-,+,+,-,-,-,-,-,+,+,-,0,0,+,0,0,0,0,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ɸʰʷ,-,-,+,+,-,-,-,-,-,-,+,-,0,0,+,0,0,0,0,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ɸʷʰ,-,-,+,+,-,-,-,-,-,-,+,-,0,0,+,0,0,0,0,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
β̤ʷ,-,-,+,+,-,-,-,-,-,+,+,-,0,0,+,0,0,0,0,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ɸʷʰː,-,-,+,+,-,-,-,-,-,-,+,-,0,0,+,0,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ɸːʰʷ,-,-,+,+,-,-,-,-,-,-,+,-,0,0,+,0,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ɸːʷʰ,-,-,+,+,-,-,-,-,-,-,+,-,0,0,+,0,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
β̤ʷː,-,-,+,+,-,-,-,-,-,+,+,-,0,0,+,0,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
fʰ,-,-,+,+,-,-,-,+,+,-,+,-,0,+,+,0,0,0,0,-,0,0,0,-,0,-,0,0,0,0,0,0,0,0
v̤,-,-,+,+,-,-,-,+,+,+,+,-,0,+,+,0,0,0,0,-,0,0,0,-,0,-,0,0,0,0,0,0,0,0
fʰː,-,-,+,+,-,-,-,+,+,-,+,-,0,+,+,0,0,0,0,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0
fːʰ,-,-,+,+,-,-,-,+,+,-,+,-,0,+,+,0,0,0,0,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0
v̤ː,-,-,+,+,-,-,-,+,+,+,+,-,0,+,+,0,0,0,0,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0
fʰʷ,-,-,+,+,-,-,-,+,+,-,+,-,0,+,+,0,0,0,0,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
fʷʰ,-,-,+,+,-,-,-,+,+,-,+,-,0,+,+,0,0,0,0,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
v̤ʷ,-,-,+,+,-,-,-,+,+,+,+,-,0,+,+,0,0,0,0,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
fʷʰː,-,-,+,+,-,-,-,+,+,-,+,-,0,+,+,0,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
fːʰʷ,-,-,+,+,-,-,-,+,+,-,+,-,0,+,+,0,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
fːʷʰ,-,-,+,+,-,-,-,+,+,-,+,-,0,+,+,0,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
v̤ʷː,-,-,+,+,-,-,-,+,+,+,+,-,0,+,+,0,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʂʰʷ,-,-,+,+,-,-,-,+,-,-,+,-,-,-,+,0,0,0,0,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ʂʷʰ,-,-,+,+,-,-,-,+,-,-,+,-,-,-,+,0,0,0,0,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ʐ̤ʷ,-,-,+,+,-,-,-,+,-,+,+,-,-,-,+,0,0,0,0,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ɻ˔̤ʷ,-,-,+,+,-,-,-,-,-,+,+,-,-,-,+,0,0,0,0,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ɹ̠˔̤ʷ,-,-,+,+,-,-,-,-,-,+,+,-,-,-,+,0,0,0,0,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ʂʷʰː,-,-,+,+,-,-,-,+,-,-,+,-,-,-,+,0,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʂːʰʷ,-,-,+,+,-,-,-,+,-,-,+,-,-,-,+,0,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʂːʷʰ,-,-,+,+,-,-,-,+,-,-,+,-,-,-,+,0,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʐ̤ʷː,-,-,+,+,-,-,-,+,-,+,+,-,-,-,+,0,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ɻ˔̤ʷː,-,-,+,+,-,-,-,-,-,+,+,-,-,-,+,0,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ɹ̠˔̤ʷː,-,-,+,+,-,-,-,-,-,+,+,-,-,-,+,0,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʃʰʷ,-,-,+,+,-,-,-,+,-,-,+,-,-,+,+,0,0,0,0,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ʃʷʰ,-,-,+,+,-,-,-,+,-,-,+,-,-,+,+,0,0,0,0,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ʒ̤ʷ,-,-,+,+,-,-,-,+,-,+,+,-,-,+,+,0,0,0,0,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ʃʷʰː,-,-,+,+,-,-,-,+,-,-,+,-,-,+,+,0,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʃːʰʷ,-,-,+,+,-,-,-,+,-,-,+,-,-,+,+,0,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʃːʷʰ,-,-,+,+,-,-,-,+,-,-,+,-,-,+,+,0,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʒ̤ʷː,-,-,+,+,-,-,-,+,-,+,+,-,-,+,+,0,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
sʰʷ,-,-,+,+,-,-,-,+,-,-,+,-,+,-,+,0,0,0,0,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
θ̠ʰʷ,-,-,+,+,-,-,-,-,-,-,+,-,+,-,+,0,0,0,0,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
θ̠ʷʰ,-,-,+,+,-,-,-,-,-,-,+,-,+,-,+,0,0,0,0,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
sʷʰ,-,-,+,+,-,-,-,+,-,-,+,-,+,-,+,0,0,0,0,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ð̠̤ʷ,-,-,+,+,-,-,-,-,-,+,+,-,+,-,+,0,0,0,0,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
z̤ʷ,-,-,+,+,-,-,-,+,-,+,+,-,+,-,+,0,0,0,0,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
θ̠ʷʰː,-,-,+,+,-,-,-,-,-,-,+,-,+,-,+,0,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
sʷʰː,-,-,+,+,-,-,-,+,-,-,+,-,+,-,+,0,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
θ̠ːʰʷ,-,-,+,+,-,-,-,-,-,-,+,-,+,-,+,0,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
sːʰʷ,-,-,+,+,-,-,-,+,-,-,+,-,+,-,+,0,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
θ̠ːʷʰ,-,-,+,+,-,-,-,-,-,-,+,-,+,-,+,0,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
sːʷʰ,-,-,+,+,-,-,-,+,-,-,+,-,+,-,+,0,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ð̠̤ʷː,-,-,+,+,-,-,-,-,-,+,+,-,+,-,+,0,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
z̤ʷː,-,-,+,+,-,-,-,+,-,+,+,-,+,-,+,0,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
θʰʷ,-,-,+,+,-,-,-,-,+,-,+,-,+,+,+,0,0,0,0,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
s̪ʰʷ,-,-,+,+,-,-,-,+,-,-,+,-,+,+,+,0,0,0,0,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
θʷʰ,-,-,+,+,-,-,-,-,+,-,+,-,+,+,+,0,0,0,0,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
s̪ʷʰ,-,-,+,+,-,-,-,+,-,-,+,-,+,+,+,0,0,0,0,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ð̤ʷ,-,-,+,+,-,-,-,-,+,+,+,-,+,+,+,0,0,0,0,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
z̪̤ʷ,-,-,+,+,-,-,-,+,-,+,+,-,+,+,+,0,0,0,0,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
θʷʰː,-,-,+,+,-,-,-,-,+,-,+,-,+,+,+,0,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
s̪ʷʰː,-,-,+,+,-,-,-,+,-,-,+,-,+,+,+,0,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
θːʰʷ,-,-,+,+,-,-,-,-,+,-,+,-,+,+,+,0,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
s̪ːʰʷ,-,-,+,+,-,-,-,+,-,-,+,-,+,+,+,0,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
θːʷʰ,-,-,+,+,-,-,-,-,+,-,+,-,+,+,+,0,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
s̪ːʷʰ,-,-,+,+,-,-,-,+,-,-,+,-,+,+,+,0,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
